triad_id,historian_1_name,historian_2_name,historian_3_name,historian_1_id,historian_2_id,historian_3_id,side_1,side_2,side_3,perimeter,area,min_angle,max_angle,angle_variance,retrieval_query,created_at
84,David F. Noble,Anthony Giddens,Henri Pirenne,https://openalex.org/A5103642316,https://openalex.org/A5034980949,https://openalex.org/A5046931852,0.8687724471092224,0.6495609283447266,0.7732316851615906,2.291565179824829,0.24223093688488007,0.8055045008659363,1.303776741027832,0.04149000346660614,history historical,2026-03-13 05:38:34.866226
85,John Marincola,André Gunder Frank,Claude S. Fischer,https://openalex.org/A5046659216,https://openalex.org/A5109832124,https://openalex.org/A5002552336,0.7056821584701538,0.7231864333152771,0.8354032039642334,2.2642717361450195,0.24204866588115692,0.9294378161430359,1.2487150430679321,0.020497340708971024,historiography ancient authority,2026-03-13 05:38:48.580940
86,Joan Wallach Scott,André Gunder Frank,David F. Noble,https://openalex.org/A5042827585,https://openalex.org/A5109832124,https://openalex.org/A5103642316,0.6158325672149658,0.8358147144317627,0.8509401082992554,2.3025875091552734,0.24169005453586578,0.7472732067108154,1.2200279235839844,0.04532593488693237,history feminist fantasy,2026-03-13 05:39:01.223751
87,John Marincola,Clifford Geertz,David F. Noble,https://openalex.org/A5046659216,https://openalex.org/A5110330477,https://openalex.org/A5103642316,0.6023896932601929,0.8291078805923462,0.8899391293525696,2.321436643600464,0.2412293255329132,0.7126829028129578,1.3092360496520996,0.06193900108337402,historiography ancient authority,2026-03-13 05:39:13.274026
88,Ellen Meiksins Wood,David F. Noble,Steven Shapin,https://openalex.org/A5109480611,https://openalex.org/A5103642316,https://openalex.org/A5002530200,0.8383058309555054,0.7783077955245972,0.6535125970840454,2.2701263427734375,0.24055643379688263,0.8291875720024109,1.2403323650360107,0.028482729569077492,political capitalism democracy,2026-03-13 05:39:26.490777
89,David F. Noble,Peter Burke,Gyan Prakash,https://openalex.org/A5103642316,https://openalex.org/A5005874643,https://openalex.org/A5101722726,0.8878030776977539,0.5861358046531677,0.854171097278595,2.3281099796295166,0.23997856676578522,0.6853042244911194,1.2822141647338867,0.06743242591619492,history historical,2026-03-13 05:39:40.843633
90,Arnaldo Momigliano,E.F.K. Koerner,David F. Noble,https://openalex.org/A5061949360,https://openalex.org/A5111379049,https://openalex.org/A5103642316,0.5807673931121826,0.9244338870048523,0.8413678407669067,2.346569061279297,0.2396271824836731,0.6638774275779724,1.3744935989379883,0.08573189377784729,historiography ancient life,2026-03-13 05:39:53.404170
91,Arnaldo Momigliano,Ranajit Guha,Claude S. Fischer,https://openalex.org/A5061949360,https://openalex.org/A5065123379,https://openalex.org/A5002552336,0.7027069330215454,0.7619298100471497,0.7724995613098145,2.2371363639831543,0.23960761725902557,0.9513055682182312,1.1085158586502075,0.004716852214187384,historiography ancient life,2026-03-13 05:40:08.888404
92,John Marincola,Nancy C. M. Hartsock,Claude S. Fischer,https://openalex.org/A5046659216,https://openalex.org/A5086786755,https://openalex.org/A5002552336,0.7308111786842346,0.6867188215255737,0.8354032039642334,2.2529332637786865,0.23884348571300507,0.8985484838485718,1.2591485977172852,0.023675641044974327,historiography ancient authority,2026-03-13 05:40:23.946003
93,David F. Noble,Arjun Appadurai,Steven Shapin,https://openalex.org/A5103642316,https://openalex.org/A5019075743,https://openalex.org/A5002530200,0.8652524352073669,0.6362487077713013,0.7783077955245972,2.27980899810791,0.23878377676010132,0.7882976531982422,1.3031587600708008,0.044184643775224686,history historical,2026-03-13 05:40:40.109722
94,E.F.K. Koerner,Henri Pirenne,Claude S. Fischer,https://openalex.org/A5111379049,https://openalex.org/A5046931852,https://openalex.org/A5002552336,0.7282166481018066,0.7972544431686401,0.7081968784332275,2.2336678504943848,0.23807492852210999,0.9616498947143555,1.176509976387024,0.00865181814879179,historiography linguistic linguistics,2026-03-13 05:40:52.444882
95,David F. Noble,Ranajit Guha,Peter Burke,https://openalex.org/A5103642316,https://openalex.org/A5065123379,https://openalex.org/A5005874643,0.8257588744163513,0.5950296521186829,0.8878030776977539,2.308591604232788,0.2377401888370514,0.7057157158851624,1.3159418106079102,0.06470802426338196,history historical,2026-03-13 05:41:05.557718
96,David F. Noble,Ranajit Guha,David Harvey,https://openalex.org/A5103642316,https://openalex.org/A5065123379,https://openalex.org/A5060947607,0.8257588744163513,0.5910252332687378,0.8844131231307983,2.301197052001953,0.23594839870929718,0.7025396823883057,1.3128434419631958,0.06519990414381027,history historical,2026-03-13 05:41:18.489034
97,Nancy C. M. Hartsock,Henri Pirenne,Claude S. Fischer,https://openalex.org/A5086786755,https://openalex.org/A5046931852,https://openalex.org/A5002552336,0.7400259971618652,0.7972544431686401,0.6867188215255737,2.223999261856079,0.2353021204471588,0.9233874082565308,1.1837828159332275,0.01138256210833788,historical feminist materialism,2026-03-13 05:41:32.587694
98,Clifford Geertz,David F. Noble,Steven Shapin,https://openalex.org/A5110330477,https://openalex.org/A5103642316,https://openalex.org/A5002530200,0.8291078805923462,0.7783077955245972,0.6400977373123169,2.2475132942199707,0.23520682752132416,0.8168355822563171,1.2352784872055054,0.03007625602185726,social geertz anthropology,2026-03-13 05:41:47.630231
99,Nancy C. M. Hartsock,Claude S. Fischer,Steven Shapin,https://openalex.org/A5086786755,https://openalex.org/A5002552336,https://openalex.org/A5002530200,0.6867188215255737,0.798749566078186,0.7351195812225342,2.220587968826294,0.23445571959018707,0.924943745136261,1.1913442611694336,0.012067857198417187,historical feminist materialism,2026-03-13 05:42:06.961024
100,Arnaldo Momigliano,Ellen Meiksins Wood,David F. Noble,https://openalex.org/A5061949360,https://openalex.org/A5109480611,https://openalex.org/A5103642316,0.5972824096679688,0.8383058309555054,0.8413678407669067,2.276956081390381,0.2344139665365219,0.7270911335945129,1.2120423316955566,0.051249366253614426,historiography ancient life,2026-03-13 05:42:19.993698
101,Arnaldo Momigliano,Joan Wallach Scott,David F. Noble,https://openalex.org/A5061949360,https://openalex.org/A5042827585,https://openalex.org/A5103642316,0.590389609336853,0.8509401082992554,0.8413678407669067,2.2826976776123047,0.23405645787715912,0.7126367092132568,1.2296735048294067,0.0561194121837616,historiography ancient life,2026-03-13 05:42:33.271921
102,Clifford Geertz,F. M. L. Thompson,David F. Noble,https://openalex.org/A5110330477,https://openalex.org/A5113835045,https://openalex.org/A5103642316,0.5866715312004089,0.8730043768882751,0.8291078805923462,2.2887837886810303,0.2336907535791397,0.70196533203125,1.2901328802108765,0.06288915127515793,social geertz anthropology,2026-03-13 05:42:44.342266
103,Clifford Geertz,Henri Pirenne,Claude S. Fischer,https://openalex.org/A5110330477,https://openalex.org/A5046931852,https://openalex.org/A5002552336,0.6776046752929688,0.7972544431686401,0.7429574131965637,2.2178165912628174,0.23355384171009064,0.9085268974304199,1.1885994672775269,0.013077170588076115,social geertz anthropology,2026-03-13 05:42:58.868634
104,John Marincola,David F. Noble,Gyan Prakash,https://openalex.org/A5046659216,https://openalex.org/A5103642316,https://openalex.org/A5101722726,0.8899391293525696,0.854171097278595,0.5668444037437439,2.3109545707702637,0.23327621817588806,0.6608085632324219,1.3001147508621216,0.07702607661485672,historiography ancient authority,2026-03-13 05:43:13.851006
105,Joan Wallach Scott,David F. Noble,Steven Shapin,https://openalex.org/A5042827585,https://openalex.org/A5103642316,https://openalex.org/A5002530200,0.8509401082992554,0.7783077955245972,0.6239185333251953,2.253166437149048,0.23316094279289246,0.781157374382019,1.2880725860595703,0.04314381256699562,history feminist fantasy,2026-03-13 05:43:27.411721
106,Arnaldo Momigliano,André Gunder Frank,Claude S. Fischer,https://openalex.org/A5061949360,https://openalex.org/A5109832124,https://openalex.org/A5002552336,0.7091214060783386,0.7231864333152771,0.7724995613098145,2.2048072814941406,0.23289509117603302,0.9858862161636353,1.1391534805297852,0.0043846857734024525,historiography ancient life,2026-03-13 05:43:41.344156
107,David F. Noble,Arjun Appadurai,Peter Burke,https://openalex.org/A5103642316,https://openalex.org/A5019075743,https://openalex.org/A5005874643,0.8652524352073669,0.5601861476898193,0.8878030776977539,2.313241720199585,0.2324487417936325,0.6500149369239807,1.2839462757110596,0.07984766364097595,history historical,2026-03-13 05:43:54.307155
108,F. M. L. Thompson,David F. Noble,Gabrielle M. Spiegel,https://openalex.org/A5113835045,https://openalex.org/A5103642316,https://openalex.org/A5073828591,0.8730043768882751,0.8515259027481079,0.571658730506897,2.2961888313293457,0.23236151039600372,0.6753161549568176,1.2685964107513428,0.06998609006404877,social society cambridge,2026-03-13 05:44:09.273682
109,Clifford Geertz,Joan Wallach Scott,David F. Noble,https://openalex.org/A5110330477,https://openalex.org/A5042827585,https://openalex.org/A5103642316,0.591084897518158,0.8509401082992554,0.8291078805923462,2.2711329460144043,0.23223160207271576,0.718593180179596,1.2460838556289673,0.05478779599070549,social geertz anthropology,2026-03-13 05:44:24.590785
110,David F. Noble,Arjun Appadurai,Perry Anderson,https://openalex.org/A5103642316,https://openalex.org/A5019075743,https://openalex.org/A5110574684,0.8652524352073669,0.5825212001800537,0.8344711065292358,2.2822446823120117,0.23221567273139954,0.698711633682251,1.2711104154586792,0.06236594542860985,history historical,2026-03-13 05:44:39.702960
111,David F. Noble,Perry Anderson,Steven Shapin,https://openalex.org/A5103642316,https://openalex.org/A5110574684,https://openalex.org/A5002530200,0.8344711065292358,0.626693844795227,0.7783077955245972,2.2394728660583496,0.23188604414463043,0.7952970862388611,1.2558679580688477,0.03628867119550705,history historical,2026-03-13 05:44:56.121226
112,David F. Noble,Bryan D. Palmer,Henri Pirenne,https://openalex.org/A5103642316,https://openalex.org/A5060517090,https://openalex.org/A5046931852,0.8210152983665466,0.6327981352806091,0.7732316851615906,2.2270450592041016,0.23082934319972992,0.8142493963241577,1.2330669164657593,0.030342893674969673,history historical,2026-03-13 05:45:11.623675
113,John Marincola,David F. Noble,Henri Pirenne,https://openalex.org/A5046659216,https://openalex.org/A5103642316,https://openalex.org/A5046931852,0.8899391293525696,0.7732316851615906,0.6068286895751953,2.2699995040893555,0.230535089969635,0.7342551946640015,1.3841545581817627,0.07068321108818054,historiography ancient authority,2026-03-13 05:45:24.363020
114,Clifford Geertz,Ellen Meiksins Wood,David F. Noble,https://openalex.org/A5110330477,https://openalex.org/A5109480611,https://openalex.org/A5103642316,0.5913205742835999,0.8383058309555054,0.8291078805923462,2.2587342262268066,0.23044532537460327,0.7249636650085449,1.2228591442108154,0.05205836892127991,social geertz anthropology,2026-03-13 05:45:44.936470
115,Ellen Meiksins Wood,Henri Pirenne,Claude S. Fischer,https://openalex.org/A5109480611,https://openalex.org/A5046931852,https://openalex.org/A5002552336,0.6629822254180908,0.7972544431686401,0.7448194622993469,2.2050561904907227,0.23004156351089478,0.8863948583602905,1.1991081237792969,0.016337798908352852,political capitalism democracy,2026-03-13 05:45:58.063331
116,F. M. L. Thompson,David F. Noble,Arjun Appadurai,https://openalex.org/A5113835045,https://openalex.org/A5103642316,https://openalex.org/A5019075743,0.8730043768882751,0.8652524352073669,0.5579280257225037,2.296184778213501,0.22960488498210907,0.6534479856491089,1.2572318315505981,0.07763480395078659,social society cambridge,2026-03-13 05:46:11.756834
117,John Marincola,Henri Pirenne,Claude S. Fischer,https://openalex.org/A5046659216,https://openalex.org/A5046931852,https://openalex.org/A5002552336,0.6068286895751953,0.7972544431686401,0.8354032039642334,2.2394862174987793,0.2294868379831314,0.7602739334106445,1.249070644378662,0.0434371717274189,historiography ancient authority,2026-03-13 05:46:27.171781
118,John Marincola,David F. Noble,Perry Anderson,https://openalex.org/A5046659216,https://openalex.org/A5103642316,https://openalex.org/A5110574684,0.8899391293525696,0.8344711065292358,0.5653127431869507,2.2897229194641113,0.22912868857383728,0.6650201678276062,1.3311644792556763,0.07878068834543228,historiography ancient authority,2026-03-13 05:46:47.215076
119,F. M. L. Thompson,David F. Noble,Claude S. Fischer,https://openalex.org/A5113835045,https://openalex.org/A5103642316,https://openalex.org/A5002552336,0.8730043768882751,0.8469859957695007,0.5646306276321411,2.284621000289917,0.22909128665924072,0.6682956218719482,1.2801939249038696,0.0730474665760994,social society cambridge,2026-03-13 05:47:00.631669
