paperId,title,abstract,year,citationCount
https://openalex.org/W2610333852,America Calling: A Social History of the Telephone to 1940.,"Journal Article America Calling: A Social History of the Telephone to 1940. By Claude S. Fischer. (Berkeley: University of California Press, 1992. xvi, 424 pp. $25.00, ISBN 0-520-07933-7.) Get access Stephen H. Norwood Stephen H. Norwood University of Oklahoma, Norman, Oklahoma Search for other works by this author on: Oxford Academic Google Scholar Journal of American History, Volume 80, Issue 3, December 1993, Pages 1128–1129, https://doi.org/10.2307/2080521 Published: 01 December 1993",1993,195
https://openalex.org/W3149478293,"The Savage within: The Social History of British Anthropology, 1885-1945",,1992,443
https://openalex.org/W1571666961,Economic and Social History of Medieval Europe,First published in 2005. This original study the author writing in 1936 has tried to sketch the character and general movement of the economic and social evolution of Western Europe from the end of the Roman Empire to the middle of the fifteenth century.,2015,321
https://openalex.org/W1550285702,A Social History of the Media: From Gutenberg to the Internet,"List of Illustrations Preface 1 Introduction 2 Printing in its Contexts 3 The Media and the Public Sphere in Early Modern Europe 4 Technologies and Revolutions 5 New Processes and Patterns 6 Information, Education, Entertainment 7 Media Convergences 8 In and Out of Cyberspace Chronology Further Reading",2002,355
https://openalex.org/W2173766342,PR!: A Social History of Spin,"The early years of the twentieth century were a difficult period for Big Business. Corporate monopolies, the brutal exploitation of labor, and unscrupulous business practices were the target of blistering attacks from a muckraking press and an increasingly resentful public. Corporate giants were no longer able to operate free from the scrutiny of the masses",1996,281
https://openalex.org/W1979419289,"Policing the Crisis: Mugging, the State, and Law and Order","Preface to the Second Edition Introduction to the First Edition PART I The Social History of a Moral Panic The Origins of Social Control The Social Production of News PART II Balancing Accounts: Cashing in on Handsworth Orchestrating Public Opinion Explanations and Ideologies of crime PART III Crime, Law and the State The Law-and-Order Society: the Exhaustion of 'Consent' The Law-and-Order Society: Towards the 'Exceptional State' PART IV The Politics of 'Mugging' Conclusion to the Second Edition: Reflections and new considerations",1978,3124
https://openalex.org/W2490156347,Postnarrativist Philosophy of Historiography,Narrativism has made important contributions to the theory and philosophy of historiography but it is now time to move beyond it to postnarrativism. Kuukkanen shows how it is possible to reject the ab,2015,139
https://openalex.org/W2058789991,Feminist History of Colonial Science,"This essay offers a short overview of feminist history of science and introduces a new project into that history, namely feminist history of colonial science. My case study focuses on eighteenth-century voyages of scientific discovery and reveals how gender relations in Europe and the colonies honed selective collecting practices. Cultural, economic, and political trends discouraged the transfer from the New World to the Old of abortifacients (widely used by Amerindian and African women in the West Indies). 1",2004,64
https://openalex.org/W2059776023,A Reconstruction of Historical Materialism.,On reconstruction - the need for reconstruction the meaning of reconstruction the tensions in Marx and Engels's thought the Orthodox interpretation - dialectics and dialectical materialism consciousness as reflection the primacy of productive forces historical necessity the critique of historical materialism - the problems of diamat consciousness and superstructure the content of productive forces history as the growth of productive forces some elements for the reconstruction of historical materialism - historical materialism and human practice character and scope of historical materialism practice and the resolution of tensions in Marx's thought main tenets of reconstructed historical materialism.,1987,33
https://openalex.org/W2167145709,"Critical policy sociology: historiography, archaeology and genealogy as methods of policy analysis","In recent times critical approaches to educational policy studies have been subject to increasing interrogation over methodological issues, often by critical policy researchers themselves. In the main, their reflexive posturings have been informed by critique which proceeds that beyond brief descriptions of research logistics and a general commitment to the methodologies of a critical orientation, critical policy analyses offer few explicit accounts of the connections between the stories they tell about policy and the data used to tell them. As a way of addressing these silences, this paper proposes three methodological approaches within which to explore and explain matters of policy, each generating its own particular view of the (policy) issues worth looking for, where they can be found and how to look for them. Drawing on research into the production of Australian higher education policy during the late 1980s and early 1990s, the paper illustrates the characteristics of these approaches, referring to them as policy historiography, policy genealogy and policy archaeology. Without claiming absolute distinctions between their interests, the paper couples policy historiography with the substantive issues of policy at particular hegemonic moments, policy genealogy with social actors' engagement with policy, and policy archaeology with conditions that regulate policy formations.",2001,238
https://openalex.org/W4239152886,Historical Materialism,"First published in English in 1926, this work by Nikolai Bukharin, a highly influential Marxist and Soviet Politician who would later become one of the most famous victims of Stalin’s show trials, expands upon Karl Marx’s theory of historical materialism. Offering a Marxist interpretation of sociology, this reissue is important not only from a sociological and economic perspective, but is also extremely valuable as a socio-historical document of contemporary thought in the Soviet Union in the years following the Bolshevik revolution.",2013,39
https://openalex.org/W2063380281,“Ergative Historiography” revisited,"Preview this article: “Ergative Historiography” revisited, Page 1 of 1 < Previous page | Next page > /docserver/preview/fulltext/hl.41.1.14lin-1.gif",2014,137
https://openalex.org/W3092467163,Islamic Historiography,"In this introduction to the large, unwieldy, and complex topic of Islamic historiography,the author has limited himself to historical works written inArabic, primarily in the central Islamic lands, before 1500. This choice canbe justified in that the field’s formative works written early on in Iraq, Iran,Egypt, and Syria and all in Arabic, served as models for historians writinglater on in peripheral regions and in other languages. Nevertheless, it is a bowto convenience and necessity, given the vast amount of material involved. Asa result, the Arabic historiography of North Africa, Sub-Saharan Africa, andother peripheral regions are largely ignored, as are the Turkish histories of theOttoman Empire and the Persian histories of Iran, Central Asia, and India.Within these admitted and understandable limitations, the book provides anexcellent thematic overview, while, at the same time, introducing the readerto some of the Islamic world’s most fascinating histories and historians.This book is divided into three parts, including ten chapters and aconclusion. A glossary, five plates of manuscript folios, three maps, twochronologies of prominent historians, and suggestions for further readingcontribute to making this a useful and accessible text.In part 1, chapters 1-4, Robinson presents a tripartite typology of historicalworks: chronography, biography, and prosopography. These are idealtypes, which serve as broad categories within which to classify a huge bodyof texts. Chronography refers to annals, works organized into year-by-yearsections; biography refers to texts that treat the lives of famous or exemplaryindividuals; and prosopography refers primarily to biographical dictionaries,works in which biographical notices are devoted to large numbers of individualswho all belonged to a particular scholarly or professional group. Allof these types of historical works, Robinson writes, had emerged by theninth century and were consolidated by the early tenth century. The end ofthis formative period was characterized by large synthetic works, such asAbu Ja`far al-Tabari’s History of Messengers and Kings. In part because ofsuch works, many earlier historical monographs, including the works ofsuch historians as Abu Mikhnaf and al-Mada’ini, were abandoned by the traditionas unnecessary ...",2004,141
https://openalex.org/W4233036028,Historiography and Historiophoty,,1988,257
https://openalex.org/W118147514,Theses on the Philosophy of History,"A chronicler who recites events without distinguishing between major and minor ones acts in accordance with following truth: nothing that has ever happened should be regarded as lost for history. The class struggle, which is always present to a historian influenced by Marx, is a fight for the crude and material things without which no refined and spiritual things could ehindxist. Historical materialism wishes to retain that image of the past which unexpectedly appears to man singled out by history at moment of danger. &quot;In relation to the history of organic life on earth,&quot; writes a modern biologist, &quot;the paltry fifty millennia of homo sapiens constitute something like two seconds at close of a twenty-four-hour day. The present, which, as a model of Messianic time, comprises entire history of mankind in an enormous abridgment, coincides exactly with the stature which the history of mankind has in the universe. Historicism contents itself with establishing a causal connection between various moments in history.",2020,1289
https://openalex.org/W2027941220,Writing Post-Orientalist Histories of the Third World: Perspectives from Indian Historiography,"To ask how the “third world writes its own history” appears, at first glance, to be exceedingly naive. At best, it reaffirms the East–West and Orient–Occident oppositions that have shaped historical writings and seems to be a simple-minded gesture of solidarity. Furthermore, in apparently privileging the writings of historians with third-world origins, this formulation renders such scholars into “native informants” whose discourse is opened up for further disquisitions on how “they” think of “their” history. In short, the notion of the third world writing its own history seems to reek of essentialism. Seen in another way, this formulation can be construed as positing that the third world has a fixed space of its own from which it can speak in a sovereign voice. For many, this notion of a separate terrain is rendered problematic by the increasing rapidity and the voracious appetite with which the postmodern culture imperializes and devours spaces.",1990,608
https://openalex.org/W4301408969,Historians and Historiography in the Italian Renaissance,,1981,328
https://openalex.org/W2046165172,An Introduction to the Historiography of Science,"This book introduces the methodological and philosophical problems with which modern history of science is concerned, offering a comprehensive and critical review through description and evaluation of significant historiographical viewpoints. Incorporating discussion of key problems in general historical writing, with examples drawn from a range of disciplines, this non-elementary introduction bridges the gap between general history and history of science. Following a review of the early development of the history of science, the theory of history as applied to science history is introduced, examining the basic problems which this generates, including problems of periodisation, ideological functions, and the conflict between diachronical and anachronical historiography. Finally, the book considers the critical use, and analysis, of historical sources, and the possibility of the experiemental reconstruction of history. Aimed primarily at students, the book's broad scope and integration of historical, philosophical and scientific matters will interest philosophers, sociologists and general historians, for whom there is no alternative introduction to the subject at this level.",1989,161
https://openalex.org/W1979525315,Natural Rebels: A Social History of Enslaved Women in Barbados,"This book is an important contribution to the emerging historiography of gender relations in slavery. In the introduction the author makes two important points: first, that mainstream radical social historiography has been slow and tentative in recognizing gender as an integral element in social analysis; second, that given women's roles and numbers in slavery, one cannot accurately represent the institution without considering gender as a central variable.",1989,147
https://openalex.org/W4230340399,A Social History of Education in England,,1974,260
https://openalex.org/W4229816025,An Introduction to the Social History of Nursing,"In recent years the study of nursing history in Britain has been transformed by the application of concepts and methods from the social sciences to original sources. The myths and legends which have grown up through a century of anecdotal writing have been chipped away to reveal the complex story of an occupation shaped and reshaped by social and technological change. Most of the work has been scattered in monographs, journals and edited collections. The skills of a social historian, a sociologist and a graduate nurse have been brought together to rethink the history of modern nursing in the light of the latest scholarship. The account starts by looking at the type of nursing care available in 1800. This was usually provided by the sick person's family or household servants. It traces the interdependent growth of general nursing and the modern hospital and examines the separate origins and eventual integration of mental nursing, district nursing, health visiting and midwifery. It concludes with reflections on the prospects for nursing in the year 2000.",2002,259
https://openalex.org/W2330175224,The Classical Foundations of Modern Historiography,,1991,313
https://openalex.org/W2029064473,Descent into Discourse: The Reification of Language and the Writing of Social History.,"Journal Article Descent into Discourse: The Reification of Language and the Writing of Social History. By Bryan D. Palmer. (Philadelphia: Temple University Press, 1990. xviii + 289 pp. $34.95.) Get access David A. Hollinger David A. Hollinger University of Michigan, Ann Arbor Search for other works by this author on: Oxford Academic Google Scholar Journal of American History, Volume 77, Issue 4, March 1991, Page 1320, https://doi.org/10.2307/2078265 Published: 01 March 1991",1991,186
https://openalex.org/W2063931128,A Social History of England,"Ranging widely over time and place, Asa Briggs highlights continuities and changes in society in England from prehistory to the present day. Literature, art and politics are investigated as aspects and gauges of human experience; research in related disciplines is discussed and changes in historical interpretations explained. The author also offers his own, personal, view of social history.",1983,125
https://openalex.org/W1966203043,"Women, Class and Sexual Differences in the 1830s and 1840s: Some Reflections on the Writing of a Feminist History","Women, Class and Sexual Differences in the 1830s and 1840s: Some Reflections on the Writing of a Feminist History Get access Sally Alexander Sally Alexander Search for other works by this author on: Oxford Academic Google Scholar History Workshop Journal, Volume 17, Issue 1, SPRING 1984, Pages 125–149, https://doi.org/10.1093/hwj/17.1.125 Published: 01 March 1984",1984,114
https://openalex.org/W4210736876,The Indian Economic and Social History Review,,1973,289
https://openalex.org/W2003197066,In Other Worlds: Essays in Cultural Politics.,Foreword by Colin MacCabe. Author's Note. One: Literature 1. The Letter as Cutting Edge 2. Finding Feminist Readings: Dante-Yeats 3. Unmaking and Making in To the Lighthouse 4. Sex and History in The Prelude (1805): Books Nine to Thirteen 5. Feminism and Critical Theory Two: Into the World 6. Reading the Worlds: Literary Studies in the Eighties 7. Explanation and Culture: Marginalia 8. The Politics of Interpretations 9. French Feminism in an International Frame 10. Scattered Speculations on the Questions of Value Three: Entering the Third World 11. Draupadi by Mahasweta Devi 12. Subaltern Studies: Deconstructing Historiography 13. Breast-Giver by Mahasweta Devi 14. A Literary Representation of the Subaltern: A Woman's Text from the Third World. Notes,1988,2863
https://openalex.org/W2909562799,French Colonial Histories From Below,"In exploring 'French colonial histories from below', this special issue draws together the overlapping concerns of colonial historians and practitioners of history from below with the experiences, perspectives, and historical agency of groups subordinated by the dominant structures of capitalism and empire. 'History from below' has, of course, a distinguished tradition among historians of metropolitan France. Whether inspired by the British Marxists or the French Annales school, the desire to salvage the histories of the anonymous, often illiterate masses of French peasants, workers and menu peuple has given rise, since the late 1970s, to a rich and varied body of work that encompasses quantitative analyses of popular politics, reconstructions of working-class and peasant mentalits and microhistorical accounts of particular people or places. 1 French historians interested in everything from daily life in a medieval Pyrnen village to the crowd in the French Revolution have long embraced what Lucien Febvre (one of several scholars credited with coining the term) described in 1932 as 'history viewed from below and not from on high'. 2 The field of colonial history, particularly scholars working under the direct or indirect influence of the Subaltern Studies movement in South Asia, has shared this suspicion of top-down historical approaches. The manifesto that introduced the Subaltern Studies journal in 1982 opened by denouncing the 'elitism' of a historiography that 'fails to acknowledge, far less interpret, the contribution made by the people on their own, that is, independently of the elite [British or Indian] to the making and development' of modern India. The necessary As editors, we would like to thank all the contributors to this special issue who, in addition to producing excellent scholarship, have been a pleasure to work with at every stage. We hope they are as pleased with the outcome as we are. We would also like to thank the anonymous reviewers of this special issue for their constructive and insightful comments.",2018,39
https://openalex.org/W2796758870,Constructing the Jazz Tradition: Jazz Historiography,,1991,348
https://openalex.org/W2101356170,Rethinking the Social History,"Since social problems affect health and treatment effectiveness, considering them in assessments and treatment plans should improve outcomes, reduce costs, and improve patient satisfaction. How should clinicians learn to explore and address social determinants of health?",2014,220
https://openalex.org/W4299822983,Historical Materialism,,2016,66
https://openalex.org/W2008824883,Feminist History after the Linguistic Turn: Historicizing Discourse and Experience,,1994,210
https://openalex.org/W645230906,A social history of British broadcasting,"Preface. Introduction. 1. Public Service Broadcasting part 1. Part I: Broadcasting and Politics: 2. The Containment of Controversy. 3. The Management of News and Political Debate. 4. Broadcasting and Unemployment. 5. Broadcasting and Foreign Affairs. Part II: The Production of Information: News, Features and Talks: 6. News Values and Practices. 7. Features and Social Documentaries. 8. Forms of Talk. Part III: The Production of Entertainment and Culture: Music and Variety: 9. Music Policy. 10. Musical Tastes. 11. Time and Money, Entertainment and Culture. 12. Styles of Variety. Part IV: Broadcasting and its Audiences: 13. The National Culture. 14. Local and Regional Broadcasting. 15. Manchester and its Programmes. 16. The Listener. Bibliography and References. Footnotes.",1991,250
https://openalex.org/W181615027,A social history of knowledge: from Gutenberg to Diderot,,2001,312
https://openalex.org/W2031962521,Does Social History have a Future? The Ending of Apartheid and Recent Trends in South African Historiography,"During the 1970s and 1980s a rich seam of revisionist scholarship emerged in South African historiography out of a radical critique of pre-existing discourses. The article traces the emergence of these new approaches with particular reference to the contribution made by Shula Marks. It goes on to consider the challenge faced by this radical historiography in light of the disintegration of the apartheid state, the transition to majority rule and the resulting popular perception that the new South Africa should 'look to the future, not to the past.' It argues, in addition, that radical historiography was facing a challenge in the 1990s from postmodernist and post-colonial critiques of its methodologies and preoccupations, which were striking at its conceptual roots in a variety of ways. The article suggests that new currents and complexities evident in revisionist forms of social history from the mid 1980s, not least in the work of Shula Marks herself, helped to prepare the way for a fertile response to these various challenges. Finally, the article considers the broader issue of history's future as a discrete academic discipline in post-apartheid South Africa.",2001,55
https://openalex.org/W426358016,Timaeus of Tauromenium and Hellenistic Historiography,"Timaeus of Tauromenium (350–260 BC) wrote the authoritative work on the Greeks in the Western Mediterranean and was important through his research into chronology and his influence on Roman historiography. Like almost all the Hellenistic historians, however, his work survives only in fragments. This book provides an up-to-date study of his work and shows that both the nature of the evidence and modern assumptions about historical writing in the Hellenistic period have skewed our treatment and judgement of lost historians. For Timaeus, much of our evidence is preserved in the polemical context of Polybius' Book 12. When we move outside that framework and examine the fragments of Timaeus in their proper context, we gain a greater appreciation for his method and his achievement, including his use of polemical invective and his composition of speeches. This has important implications for our broader understanding of the major lines of Hellenistic historiography.",2012,142
https://openalex.org/W4210940528,Persian Historiography,"Winner of the 1999 British-Kuwait Friendship Society Prize in Middle Eastern Studies. Described by the BKFS reviewer as A ground-breaking work on a subject that has been almost totally neglected."" ""Why write history in Persian?"" Persian historical writing has received little attention as compared with Arabic, especially as seen in the early (pre-Mongol) period. Within the larger context of the development of Islamic historiography from the 10th through the 12th centuries, the case of Persian historical writing demands special attention. Discussions tend to concentrate on its sources in pre-Islamic Persian and in Arabic works, while the reasons for its emergence, its connections with Iranian and Arabic models, its political and cultural functions, and its reception, have been virtually ignored. This study answers these questions and addresses issues relating to the motivation for writing the works in question; its purpose; the role of the author, patrons and audiences; the choice of language and the reasons for that choice; the place of historical writing in the broader debate over the suitability of Persian for scholarly writing. """,1999,139
https://openalex.org/W2331845567,The American Census: A Social History.,,1989,248
https://openalex.org/W2143364378,Theoretical Methods in Social History,,1978,246
https://openalex.org/W4230219168,A social history of truth: civility and science in seventeenth-century England,,1994,378
https://openalex.org/W2796460576,Historiography and Self-Definition,"For centuries scholars have recognized the apologetic character of the Hellenistic Jewish historians, Josephos, and Luke-Acts; they have not, however, adequately addressed their possible relationships to each other and to their wider cultures. In this first full systematic effort to set these authors within the framework of Greco-Roman traditions, Professor Sterling has used genre criticism as a method for locating a distinct tradition of historical writing, apologetic historiography. Apologetic historiography is the story of a subgroup of people which deliberately Hellenizes the traditions of the group in an effort to provide a self-definition within the context of the larger world. It arose as a result of a dialectic relationship with Greek ethnography. This work traces the evolution of this tradition through three major eras of eastern Mediterranean history spanning six hundred years: the Persian, the Greek, and the Roman.",1992,124
https://openalex.org/W4255353976,A Social History of Wet Nursing in America,"A Social History of Wet Nursing in the United States: From Breast to Bottle examines the intersection of medical science, social theory and cultural practices as they shaped relations among wet nurses, physicians and families from the colonial period through the twentieth century. It explores how Americans used wet nursing to solve infant feeding problems, shows why wet nursing became controversial as motherhood slowly became medicalised, and elaborates how the development of scientific infant feeding eliminated wet nursing by the beginning of the twentieth century. Janet Golden's study contributes to our understanding of the cultural authority of medical science, the role of physicians in shaping child rearing practices, the social construction of motherhood, and the profound dilemmas of class and culture that played out in the private space of the nursery.",1996,161
https://openalex.org/W2036602830,An Accounting Historiography: Subject Matter and Methodology,"This paper continues to study issues developed in a preceding manuscript which provided a definitional context for accounting history, its uses and limitations as a method of inquiry related to educational endeavours, standard setting and practice. In this study two aspects of the development of the history of accounting, subject matter and methodology, are extensively explored within the context of a definition of historiography. A set of outline tables is provided to assist researchers considering the topic areas as well as the process of historical inquiry, especially those scholars who do not specialise in historical study. As in the previous paper, an extensive bibliography is provided.",1990,165
https://openalex.org/W630286352,Humanism and Renaissance Historiography,"Edmund Fryde provides a general account of the attempt to revive and surpass the standards of classical historiography and charts its progress. The career of Politian, the librarian of Lorenzo the Magnificent, illustrates the advance in scholarship during the fifteenth century. Using new evidence from the Vatican Library the author demonstrates that Lorenzo’s library can be largely reconstructed and that a wealth of manuscripts was already available in his time.",1983,131
https://openalex.org/W2049138272,Building the Dream: A Social History of Housing in America,"This book is concerned essentially with the model of domestic environment in this country, as it has evolved from colonial architecture through current urban projects.",1982,305
https://openalex.org/W2148003180,The Social History of Occupational Health,"Journal Article The Social History of Occupational Health Get access The Social History of Occupational Health. Edited by Paul Weindling for the Society for the Social History of Medicine. Pp. xi + 267, illustrated. Croom Helm, London, Sydney, Dover, New Hampshire, 1985. £17.95. R I McCallum R I McCallum Institute of Occupational Medicine, Roxburgh Place, Edinburgh EH8 9SU Search for other works by this author on: Oxford Academic Google Scholar Postgraduate Medical Journal, Volume 62, Issue 731, September 1986, Page 902, https://doi.org/10.1136/pgmj.62.731.902-b Published: 01 September 1986",1986,113
https://openalex.org/W607630961,On The Reproduction Of Capitalism: Ideology And Ideological State Apparatuses,"What is perhaps Louis Althusser's most famous text, Ideology and Ideological State Apparatuses, published in 1970 and very influential ever since, was an extract of a much longer book published in French years after his death. Published now for the first time in English, On the Reproduction of Capitalism develops systematically Althusser's conception of historical materialism, outlining the conditions of reproduction in capitalist society and the revolutionary struggle for its overthrow. Written in the afterglow of May 1968, the text addresses a question that continues to haunt us today: in a society that proclaims its attachment to the ideals of liberty and equality, why do we witness the ever-renewed reproduction of relations of domination? Both an activist and a conceptually innovatory text, On the Reproduction of Capitalism is an essential addition to the corpus of the twentieth-century Left.",2014,1008
https://openalex.org/W2805606746,International Review for Social History,,1939,242
https://openalex.org/W2095133951,Rhetoric in Classical Historiography: Four Studies,"This radical study argues against the view that the historian's craft has remained largely unchanged since classical times. Includes detailed discussion of the work of Thucydides, Cicero, Sallust, Livy and Tacitus.",1989,336
https://openalex.org/W634824618,A Global History of Modern Historiography,"The first book on historiography to adopt a global and comparative perspective on the topic, A Global History of Modern Historiography looks not just at developments in the West but also at the other great historiographical traditions in Asia, the Middle East, and elsewhere around the world over the course of the past two and a half centuries. This second edition contains fully updated sections on Latin American and African historiography, discussion of the development of global history, environmental history, and feminist and gender history in recent years, and new coverage of Russian historical practices. Beginning in the mid-eighteenth century, the authors analyse historical currents in a changing political, social and cultural context, examining both the adaptation and modification of the Western influence on historiography and how societies outside Europe and America found their own ways in the face of modernization and globalization. Supported by online resources including a selection of excerpts from key historiographical texts, this book offers an up-to-date account of the status of historical writing in the global era and is essential reading for all students of modern historiography.",2016,113
https://openalex.org/W2077325555,Marriage and Society: Studies in the Social History of Marriage.,,1984,298
https://openalex.org/W2150092164,ReOrient: Global Economy in the Asian Age,"Andre Gunder Frank asks us to re-orient our views away from Eurocentrism - to see the rise of the West as a mere blip in what was, and is again becoming, an Asia-centered world. In a bold challenge to received historiography and social theory he turns on its head the world according to Marx, Weber, and other theorists, including Polanyi, Rostow, Braudel, and Wallerstein. Frank explains the Rise of the West in world economic and demographic terms that relate it in a single historical sweep to the decline of the East around 1800. European states, he says, used the silver extracted from the American colonies to buy entry into an expanding Asian market that already flourished in the global economy. Resorting to import substitution and export promotion in the world market, they became Newly Industrializing Economies and tipped the global economic balance to the West. That is precisely what East Asia is doing today, Frank points out, to recover its traditional dominance. As a result, the 'center' of the world economy is once again moving to the 'Middle Kingdom' of China. Anyone interested in Asia, in world systems and world economic and social history, in international relations, and in comparative area studies, will have to take into account Frank's exciting reassessment of our global economic past and future.",1999,1090
https://openalex.org/W2146686018,The Naturalist in Britain: A Social History,"At once a major resource for historians of science and an excellent introduction to natural history for the general reader, David Allen's The Naturalist in Britain established a precedent for investigating natural history as a social phenomenon. Here the author traces the evolution of natural history from the seventeenth to the early twentieth centuries, from the ""herbalizings"" of apprentice apothecaries to the establishment of national reserves and international societies to the emergence of natural history as an organized discipline. Along the way he describes the role of scientific ideas, popular fashion, religious motivations, literary influences, the increase of leisure time and disposable income, and the tendency of like-minded persons to form clubs. His comprehensive and entertaining discussion creates a vibrant portrait of a scientific movement inextricably woven into a particular culture",1976,238
https://openalex.org/W2803064118,Rhetoric in Classical Historiography,,1989,254
https://openalex.org/W2505092800,The Basic Concepts of Historical Materialism,"The preoccupations of Althusser’s writing during this early period remain philosophical: the elaboration of conceptions of knowledge, of science and its contrast with ideology, of dialectics, totality and historical causality. These philosophical ideas and themes are, as we have seen, set to work in an attempted periodisation of Marx’s work. This periodisation represents Marx’s work as divided by an ‘epistemological break’ through which a scientific approach to historical analysis emerges from the critical rejection of an earlier historicist and humanist philosophical perspective.",1984,82
https://openalex.org/W1972788764,"The English Alehouse: A Social History, 1200-1830",,1983,292
https://openalex.org/W2001525707,Social History of Medicine,,2006,205
https://openalex.org/W1568777194,The sexual politics of meat: a feminist-vegetarian critical theory,"What does the eating of meat have to do with the women's movement? Is there a cultural correlation between our image of and attitude toward women and the slaughter of animals? This study answers these questions by establishing the connections between the women's movement, ecological concerns and our increasing awareness of the environment in the 1990s. In this approach to violence against women and animals, the book uses feminist literary theory to enlighten social practices and develops the thesis that women and animals are linked as absent referents in the context of patriarchal society. It provides the beginnings of a feminist history of vegetarianism from 1790 to the present day, and examines works by women writers that depict a connection between meat eating, male dominance and war. In identifying the cross-mapping of feminism and vegetarianism, the book argues that vegetarianism can act as a sign of autonomous female being, and signals a rejection of male control.",1991,1422
https://openalex.org/W1784727984,Climate and history: a critical review of historical climatology and climate change historiography,"Abstract This paper provides a critical analysis of recent climate history (or historical climatology) scholarship. It identifies four key subfields in this historiography of climate change. First, it examines scholarship on climate reconstructions that use a variety of innovative historical sources to document past climatic conditions. Second, it analyzes scholarship on social impacts and responses to climate change. This literature is prolific with significant attention given to climatic variability and climatic or weather‐related disasters. Third, the paper discusses research on the uses and abuses of climate knowledge, such as innovations in meteorology and climatology as well as ways that Western climate knowledge helped justify colonialism and perpetuate racism. Fourth, the paper examines research on cultural constructions and perceptions of climate. This includes analysis of diverse climatic understandings and climate narratives that have varied across time and space. While the climate historiography is steadily expanding and constantly probing new areas, this paper contends that the field overall would benefit from a stronger emphasis on social history to examine race, class, and gender in climate history while also focusing on how social relations and power dynamics affect human–climate interactions. Additionally, it argues that the uncovering of more diverse climate meanings and narratives, partly through better social history, could both enrich the historiography and contribute to today's broader discussions about global climate change in the past and future. WIREs Clim Change 2012 doi: 10.1002/wcc.171 This article is categorized under: Climate, History, Society, Culture &gt; Disciplinary Perspectives",2012,117
https://openalex.org/W4298336275,The Fantasy of Feminist History,"Gender, History, and PsychoanalysisThis tendency on the part of historians to become buried in their own conservatism strikes me as truly regrettable. . . .If progress is to be made we must certainly have new ideas, new points of view, and new techniques.We must be ready, from time to time, to take flyers into the unknown, even though some of them may prove wide of the mark.-",2012,109
https://openalex.org/W1496843812,A Social History of English Cricket,"Acclaimed as a magisterial, classic work, A Social History of English Cricket is an encyclopaedic survey of the game, from its humble origins all the way to modern floodlit finishes. But it is also the story of English culture, mirrored in a sport that has always been a complex repository of our manners, hierarchies and politics. Derek Birley's survey of the impact on cricket of two world wars, Empire and 'the English caste system', will, contends Ian Wooldridge, 'teach an intelligent child of twelve more about their heritage than he or she will ever pick up at school.' In just under 400 pages Birley takes us through a rich historical tapestry: how the game was snatched from rustic obscurity by gentlemanly gamblers; became the height of late eighteenth century metropolitan fashion; was turned into both symbol and synonym for British imperialism; and its more recent struggle to dislodge the discomforting social values preserved in the game from its imperial heyday. Superbly witty and humorous, peopled by larger-than-life characters from Denis Compton to Ian Botham, and wholly forswearing nostalgia, A Social History of English Cricket is a tour-de-force by one of the great writers on cricket.",1999,127
https://openalex.org/W2035731784,Painting and Experience in Fifteenth Century Italy: A Primer in the Social History of Pictorial Style,"Part 1 Conditions of trade: Introduction contracts and the client's control art and matter the value of skill perception of skill. Part 2 The period eye: Relative perception pictures and knowledge the cognitive style the function of images Istoria the body and its language figure patterns the value of colours volumes intervals and proportions the moral eye. Part 3 Pictures and categories: Words and pictures Giovanni Santi's twenty-five painters Cristoforo Landino categories, including nature, relief, purity, ease, perspective, grace, ornateness, variety, composition, colouring, design, difficulty, foreshortening, promptness, blitheness, devotion conclusion. Texts and references. Index.",1973,431
https://openalex.org/W1582896778,The Jesus Movement: A Social History of Its First Century,"Book Review| October 01 2002 The Jesus Movement: A Social History of Its First Century The Jesus Movement: A Social History of Its First Century, Ekkehard W. Stegemann Wolfgang Stegemann. Douglas E. Oakman Douglas E. Oakman Search for other works by this author on: This Site Google Journal of Biblical Literature (2002) 121 (3): 565–567. https://doi.org/10.2307/3268171 Cite Icon Cite Share Icon Share Facebook Twitter LinkedIn MailTo Permissions Search Site Citation Douglas E. Oakman; The Jesus Movement: A Social History of Its First Century. Journal of Biblical Literature 1 January 2002; 121 (3): 565–567. doi: https://doi.org/10.2307/3268171 Download citation file: Zotero Reference Manager EasyBib Bookends Mendeley Papers EndNote RefWorks BibTex toolbar search Search Dropdown Menu toolbar search search input Search input auto suggest filter your search All Scholarly Publishing CollectiveSBL PressJournal of Biblical Literature Search Advanced Search The text of this article is only available as a PDF. Article PDF first page preview Close Modal You do not currently have access to this content.",2002,150
https://openalex.org/W2159272757,The Force of Things,"This essay seeks to give philosophical expression to the vitality, willfullness, and recalcitrance possessed by nonhuman entities and forces. It also considers the ethico-political import of an enhanced awareness of “thing-power.” Drawing from Lucretius, Spinoza, Gilles Deleuze, Bruno Latour, and others, it describes a materialism of lively matter, to be placed in conversation with the historical materialism of Marx and the body materialism of feminist and cultural studies. Thing-power materialism is a speculative onto-story, an admittedly presumptuous attempt to depict the nonhumanity that flows around and through humans. The essay concludes with a preliminary discussion of the ecological implications of thing-power.",2004,804
